Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRI01,7.97,0.0,0.0,14.0,172.0422,OUT018,2009,1.0,2.0,2.0,5690.5926
FDG16,15.25,0.0,0.08995645,5.0,217.1192,OUT049,1999,1.0,0.0,1.0,3235.788
FDY56,16.35,1.0,0.062665642,6.0,225.6062,OUT018,2009,1.0,2.0,2.0,1579.9434
FDO24,11.1,0.0,0.176182345,0.0,158.1604,OUT035,2004,2.0,1.0,1.0,1901.5248
NCV29,11.8,0.0,0.022843501,8.0,177.8686,OUT046,1997,2.0,0.0,1.0,4621.9836
FDQ48,14.3,1.0,0.034411238,0.0,98.6726,OUT046,1997,2.0,0.0,1.0,782.9808
FDU15,13.65,1.0,0.0,10.0,36.6532,OUT017,2007,1.0,1.0,1.0,755.0172
FDS47,16.75,0.0,0.128861359,1.0,86.2856,OUT035,2004,2.0,1.0,1.0,1406.1696
FDO50,16.25,0.0,0.078290271,3.0,93.1804,OUT049,1999,1.0,0.0,1.0,1194.4452
FDW48,18.0,0.0,0.008539208,0.0,81.2618,OUT035,2004,2.0,1.0,1.0,402.809
FDV20,20.2,1.0,0.100095288,6.0,125.2678,OUT010,1998,1.0,2.0,0.0,127.1678
FDW47,15.0,0.0,0.046447328,1.0,121.5414,OUT049,1999,1.0,0.0,1.0,2436.828
FDA07,12.857645184136183,1.0,0.030794774,6.0,122.9072,OUT027,1985,1.0,2.0,3.0,4532.7664
FDZ16,12.857645184136183,1.0,0.159081735,5.0,193.5478,OUT027,1985,1.0,2.0,3.0,4649.9472
FDN09,12.857645184136183,0.0,0.034705807,13.0,241.6828,OUT027,1985,1.0,2.0,3.0,4873.656
FDB50,13.0,0.0,0.154487495,3.0,77.2986,OUT017,2007,1.0,1.0,1.0,1246.3776
NCL06,14.65,0.0,0.072178679,9.0,262.9594,OUT049,1999,1.0,0.0,1.0,5233.188
DRG03,12.857645184136183,0.0,0.061686402,4.0,153.9998,OUT027,1985,1.0,2.0,3.0,5229.1932
DRM59,5.88,0.0,0.003599378,7.0,152.2998,OUT045,2002,1.0,1.0,1.0,3075.996
FDU25,12.35,0.0,0.026832182,3.0,57.3246,OUT017,2007,1.0,1.0,1.0,1332.2658
NCU42,9.0,0.0,0.019616991,9.0,169.6474,OUT017,2007,1.0,1.0,1.0,2526.711
FDH21,10.395,0.0,0.05226427,12.0,158.4604,OUT010,1998,1.0,2.0,0.0,158.4604
DRO47,10.195,0.0,0.112203445,7.0,111.786,OUT035,2004,2.0,1.0,1.0,1697.79
FDC44,12.857645184136183,0.0,0.171761077,6.0,115.7518,OUT027,1985,1.0,2.0,3.0,5351.0346
NCL29,9.695,0.0,0.114170506,8.0,158.9604,OUT045,2002,1.0,1.0,1.0,1743.0644
FDL48,19.35,1.0,0.082266419,0.0,48.8034,OUT046,1997,2.0,0.0,1.0,340.2238
FDJ21,16.7,1.0,0.038685176,13.0,146.6102,OUT018,2009,1.0,2.0,2.0,2770.3938
FDT40,5.985,0.0,0.095795326,5.0,128.4678,OUT046,1997,2.0,0.0,1.0,508.6712
NCD43,8.85,0.0,0.026814124,9.0,103.7964,OUT010,1998,1.0,2.0,0.0,210.3928
FDM28,15.7,0.0,0.045203854,5.0,180.266,OUT046,1997,2.0,0.0,1.0,1617.894
FDR35,12.5,0.0,0.020697723,1.0,198.8742,OUT046,1997,2.0,0.0,1.0,5773.1518
NCP17,19.35,0.0,0.027827268,8.0,65.6168,OUT018,2009,1.0,2.0,2.0,383.5008
FDT23,7.72,1.0,0.074883035,1.0,79.8986,OUT045,2002,1.0,1.0,1.0,1090.5804
FDX15,17.2,0.0,0.156298858,10.0,162.1578,OUT046,1997,2.0,0.0,1.0,1283.6624
NCU42,12.857645184136183,0.0,0.019412192,9.0,166.5474,OUT027,1985,1.0,2.0,3.0,4379.6324
FDV23,12.857645184136183,0.0,0.105324246,1.0,125.7046,OUT027,1985,1.0,2.0,3.0,3237.1196
FDY34,12.857645184136183,1.0,0.019227816,13.0,163.9842,OUT019,1985,2.0,0.0,0.0,331.5684
FDE16,8.895,0.0,0.044093978,5.0,208.3954,OUT010,1998,1.0,2.0,0.0,1041.977
FDV60,20.2,1.0,0.117599259,0.0,195.311,OUT045,2002,1.0,1.0,1.0,3338.987
FDQ44,20.5,0.0,0.036140297,6.0,120.0756,OUT046,1997,2.0,0.0,1.0,2302.3364
FDZ09,17.6,0.0,0.104791689,13.0,165.2868,OUT013,1987,0.0,2.0,1.0,3111.9492
FDW36,11.15,0.0,0.057021156,0.0,106.8622,OUT049,1999,1.0,0.0,1.0,2011.3818
NCZ30,12.857645184136183,0.0,0.026058181,9.0,121.9098,OUT027,1985,1.0,2.0,3.0,3374.2744
FDL09,19.6,1.0,0.12829573,13.0,167.2816,OUT045,2002,1.0,1.0,1.0,2013.3792
FDE05,10.895,1.0,0.03263762,5.0,147.7102,OUT017,2007,1.0,1.0,1.0,1895.5326
DRO35,13.85,0.0,0.034765901,7.0,114.2492,OUT017,2007,1.0,1.0,1.0,1853.5872
FDN60,15.1,0.0,0.095696334,0.0,159.7604,OUT017,2007,1.0,1.0,1.0,2693.8268
NCZ29,15.0,0.0,0.071371458,8.0,125.2362,OUT046,1997,2.0,0.0,1.0,1384.1982
FDX08,12.85,0.0,0.022696131,6.0,179.9318,OUT018,2009,1.0,2.0,2.0,2706.477
FDZ16,16.85,1.0,0.267565911,5.0,194.1478,OUT010,1998,1.0,2.0,0.0,1162.4868
DRL37,15.5,0.0,0.053327763,14.0,44.477,OUT013,1987,0.0,2.0,1.0,865.54
FDL21,15.85,1.0,0.007145063,13.0,41.048,OUT035,2004,2.0,1.0,1.0,479.376
FDW10,21.2,0.0,0.071076055,13.0,174.837,OUT017,2007,1.0,1.0,1.0,5469.547
FDB53,13.35,0.0,0.139426044,5.0,148.3392,OUT035,2004,2.0,1.0,1.0,3877.6192
DRM49,6.11,1.0,0.151925271,14.0,46.6086,OUT035,2004,2.0,1.0,1.0,624.5204
NCD06,13.0,0.0,0.099479703,9.0,44.906,OUT049,1999,1.0,0.0,1.0,652.484
FDN10,12.857645184136183,0.0,0.045900448,13.0,118.9124,OUT027,1985,1.0,2.0,3.0,2844.2976
FDS13,12.857645184136183,0.0,0.21799414,3.0,266.5884,OUT019,1985,2.0,0.0,0.0,1324.942
FDH38,6.425,0.0,0.010454459,3.0,115.6808,OUT049,1999,1.0,0.0,1.0,1406.1696
FDY21,12.857645184136183,0.0,0.172641213,13.0,195.111,OUT027,1985,1.0,2.0,3.0,5303.097
FDT60,12.0,0.0,0.075701524,0.0,124.6388,OUT045,2002,1.0,1.0,1.0,2105.2596
DRZ24,7.535,0.0,0.081914677,14.0,120.344,OUT049,1999,1.0,0.0,1.0,3835.008
FDW56,7.68,0.0,0.071010513,6.0,190.9162,OUT049,1999,1.0,0.0,1.0,5195.2374
FDG57,14.7,0.0,0.072444983,6.0,48.6034,OUT045,2002,1.0,1.0,1.0,194.4136
FDY14,10.3,0.0,0.069981909,4.0,263.0226,OUT013,1987,0.0,2.0,1.0,6079.4198
FDS19,13.8,1.0,0.06457046,6.0,76.2012,OUT017,2007,1.0,1.0,1.0,1669.8264
FDX01,10.1,0.0,0.024159767,3.0,114.715,OUT035,2004,2.0,1.0,1.0,815.605
FDV32,7.785,0.0,0.089210159,6.0,64.251,OUT017,2007,1.0,1.0,1.0,1328.271
DRI39,13.8,0.0,0.097611115,4.0,54.893,OUT017,2007,1.0,1.0,1.0,679.116
NCU05,11.8,0.0,0.058975504,8.0,81.7618,OUT018,2009,1.0,2.0,2.0,966.7416
NCA29,10.5,0.0,0.027430696,9.0,171.1106,OUT017,2007,1.0,1.0,1.0,3593.3226
FDO10,12.857645184136183,1.0,0.0,13.0,58.7588,OUT019,1985,2.0,0.0,0.0,400.8116
DRL47,19.7,0.0,0.038815341,7.0,124.2362,OUT045,2002,1.0,1.0,1.0,1887.543
FDA50,12.857645184136183,0.0,0.152632413,4.0,98.441,OUT019,1985,2.0,0.0,0.0,96.541
FDU23,12.857645184136183,0.0,0.021618297,1.0,167.1184,OUT027,1985,1.0,2.0,3.0,2476.776
FDR27,15.1,1.0,0.096491904,10.0,134.4942,OUT018,2009,1.0,2.0,2.0,1854.9188
DRH36,16.2,0.0,0.033568871,14.0,74.9696,OUT017,2007,1.0,1.0,1.0,2162.5184
FDZ51,11.3,1.0,0.054507422,10.0,96.3094,OUT013,1987,0.0,2.0,1.0,666.4658
FDQ40,12.857645184136183,1.0,0.063079544,5.0,175.7712,OUT019,1985,2.0,0.0,0.0,351.5424
FDB17,12.857645184136183,0.0,0.064208126,5.0,180.1976,OUT019,1985,2.0,0.0,0.0,181.0976
FDQ16,19.7,0.0,0.041974489,5.0,108.6912,OUT017,2007,1.0,1.0,1.0,2183.824
FDG09,20.6,1.0,0.048207431,6.0,188.0556,OUT017,2007,1.0,1.0,1.0,2065.3116
DRI59,9.5,0.0,0.041065647,7.0,223.5088,OUT017,2007,1.0,1.0,1.0,4697.8848
FDH47,13.5,1.0,0.128709014,15.0,96.1068,OUT013,1987,0.0,2.0,1.0,1846.9292
FDA21,13.65,0.0,0.03596071,13.0,186.3924,OUT046,1997,2.0,0.0,1.0,1665.8316
NCO05,7.27,0.0,0.046520703,8.0,97.7384,OUT013,1987,0.0,2.0,1.0,591.2304
NCL31,12.857645184136183,0.0,0.210596485,11.0,144.747,OUT019,1985,2.0,0.0,0.0,143.147
NCH42,6.86,0.0,0.03674399,9.0,231.201,OUT017,2007,1.0,1.0,1.0,6201.927
FDG57,14.7,0.0,0.072238195,6.0,47.5034,OUT013,1987,0.0,2.0,1.0,972.068
NCQ50,12.857645184136183,0.0,0.034141213,9.0,211.9218,OUT027,1985,1.0,2.0,3.0,3419.5488
FDK24,9.195,0.0,0.101500374,0.0,45.2744,OUT045,2002,1.0,1.0,1.0,679.116
DRG39,14.15,0.0,0.042246575,4.0,54.2982,OUT049,1999,1.0,0.0,1.0,1104.5622
FDX46,12.3,1.0,0.058105769,13.0,60.4562,OUT035,2004,2.0,1.0,1.0,1777.686
FDY01,11.8,1.0,0.170141787,3.0,116.7834,OUT013,1987,0.0,2.0,1.0,2303.668
FDJ40,13.6,1.0,0.049579883,5.0,110.0912,OUT035,2004,2.0,1.0,1.0,1965.4416
FDS01,11.6,0.0,0.0,3.0,178.2686,OUT049,1999,1.0,0.0,1.0,1955.4546
FDJ09,15.0,0.0,0.058725134,13.0,43.6744,OUT017,2007,1.0,1.0,1.0,407.4696
FDT49,7.0,0.0,0.0,3.0,105.628,OUT049,1999,1.0,0.0,1.0,1384.864
FDW50,13.1,0.0,0.075695552,4.0,168.4158,OUT049,1999,1.0,0.0,1.0,1504.0422
FDV39,11.3,0.0,0.007321067,10.0,197.7426,OUT017,2007,1.0,1.0,1.0,2570.6538
FDY36,12.3,0.0,0.009463757,0.0,73.838,OUT017,2007,1.0,1.0,1.0,1245.046
NCE18,10.0,0.0,0.021407511,9.0,248.175,OUT013,1987,0.0,2.0,1.0,3495.45
FDB05,12.857645184136183,0.0,0.145669556,5.0,247.2776,OUT019,1985,2.0,0.0,0.0,743.0328
FDK14,6.98,0.0,0.041273236,3.0,82.4934,OUT018,2009,1.0,2.0,2.0,982.7208
FDP10,19.0,0.0,0.128090139,13.0,107.0622,OUT046,1997,2.0,0.0,1.0,1376.2086
FDC45,17.0,0.0,0.135707553,6.0,172.5106,OUT035,2004,2.0,1.0,1.0,2053.3272
FDS48,15.15,0.0,0.027774002,0.0,152.3708,OUT035,2004,2.0,1.0,1.0,3159.8868
FDX04,12.857645184136183,1.0,0.07278643,5.0,49.4376,OUT019,1985,2.0,0.0,0.0,191.7504
FDQ20,12.857645184136183,0.0,0.029640604,6.0,40.8138,OUT027,1985,1.0,2.0,3.0,1543.3244
FDU13,8.355,0.0,0.187939003,3.0,146.9418,OUT045,2002,1.0,1.0,1.0,1029.9926
NCR53,12.15,0.0,0.14492016,8.0,224.4404,OUT013,1987,0.0,2.0,1.0,1800.3232
FDN49,17.25,1.0,0.125419157,2.0,40.048,OUT049,1999,1.0,0.0,1.0,399.48
FDR31,6.46,1.0,0.049121972,6.0,144.6102,OUT013,1987,0.0,2.0,1.0,2916.204
DRI03,12.857645184136183,0.0,0.0,4.0,175.3028,OUT027,1985,1.0,2.0,3.0,3719.1588
FDL58,5.78,1.0,0.074149074,13.0,262.2568,OUT046,1997,2.0,0.0,1.0,5273.136
NCJ05,18.7,0.0,0.04604992,8.0,151.9682,OUT013,1987,0.0,2.0,1.0,3354.3004
FDS10,19.2,0.0,0.035384612,13.0,180.3318,OUT017,2007,1.0,1.0,1.0,3428.2042
FDK34,12.857645184136183,0.0,0.038340116,13.0,240.1564,OUT027,1985,1.0,2.0,3.0,7150.692
FDW48,12.857645184136183,0.0,0.0,0.0,81.8618,OUT019,1985,2.0,0.0,0.0,161.1236
FDE08,12.857645184136183,0.0,0.049080853,6.0,147.7734,OUT027,1985,1.0,2.0,3.0,4602.6754
NCH06,12.857645184136183,0.0,0.076183667,9.0,245.646,OUT027,1985,1.0,2.0,3.0,3695.19
FDV08,7.35,0.0,0.028711412,6.0,39.9454,OUT018,2009,1.0,2.0,2.0,377.5086
FDQ15,20.35,1.0,0.0,10.0,81.6276,OUT046,1997,2.0,0.0,1.0,1787.0072
FDL56,12.857645184136183,0.0,0.12517151,6.0,88.9198,OUT027,1985,1.0,2.0,3.0,3139.9128
DRC12,17.85,0.0,0.037826873,14.0,189.7188,OUT046,1997,2.0,0.0,1.0,2285.0256
FDX49,4.615,1.0,0.101747034,3.0,231.33,OUT013,1987,0.0,2.0,1.0,4660.6
FDJ09,15.0,0.0,0.0,13.0,47.2744,OUT035,2004,2.0,1.0,1.0,679.116
FDN23,12.857645184136183,1.0,0.075142108,1.0,145.8444,OUT027,1985,1.0,2.0,3.0,3773.7544
DRD01,12.1,1.0,0.061424738,14.0,56.7614,OUT018,2009,1.0,2.0,2.0,1049.9666
FDS43,11.65,0.0,0.040597054,6.0,187.324,OUT045,2002,1.0,1.0,1.0,1864.24
FDY48,12.857645184136183,0.0,0.041556697,0.0,104.4332,OUT019,1985,2.0,0.0,0.0,307.5996
FDU12,15.5,1.0,0.126791761,0.0,262.1568,OUT010,1998,1.0,2.0,0.0,527.3136
FDX33,9.195,1.0,0.117484834,13.0,158.5578,OUT046,1997,2.0,0.0,1.0,2406.867
FDH45,15.1,1.0,0.106097275,6.0,43.2796,OUT018,2009,1.0,2.0,2.0,123.8388
FDJ10,5.095,1.0,0.129395895,13.0,140.3838,OUT013,1987,0.0,2.0,1.0,1826.2894
FDX32,15.1,1.0,0.100265027,6.0,142.5786,OUT018,2009,1.0,2.0,2.0,3323.0078
DRG51,12.1,0.0,0.011557563,4.0,165.3526,OUT049,1999,1.0,0.0,1.0,3453.5046
NCB31,6.235,0.0,0.119157788,9.0,263.791,OUT018,2009,1.0,2.0,2.0,2103.928
FDW47,15.0,0.0,0.077622622,1.0,121.8414,OUT010,1998,1.0,2.0,0.0,243.6828
FDT20,12.857645184136183,0.0,0.041194986,6.0,39.1164,OUT027,1985,1.0,2.0,3.0,1235.7248
FDI34,10.65,1.0,0.085135953,13.0,232.3668,OUT046,1997,2.0,0.0,1.0,3685.8688
FDH56,9.8,1.0,0.106816919,6.0,114.2492,OUT010,1998,1.0,2.0,0.0,463.3968
DRJ47,18.25,0.0,0.04421348,7.0,173.408,OUT013,1987,0.0,2.0,1.0,1038.648
FDP04,12.857645184136183,0.0,0.013745883,5.0,62.0168,OUT027,1985,1.0,2.0,3.0,1534.0032
NCZ06,19.6,0.0,0.094308058,9.0,251.8698,OUT049,1999,1.0,0.0,1.0,3551.3772
FDY37,17.0,1.0,0.026622757,3.0,144.247,OUT045,2002,1.0,1.0,1.0,3149.234
FDO46,9.6,1.0,0.014234595,13.0,190.2872,OUT049,1999,1.0,0.0,1.0,4727.18
FDI10,8.51,1.0,0.078526225,13.0,173.5422,OUT049,1999,1.0,0.0,1.0,5000.8238
NCT42,5.88,0.0,0.0249887,9.0,150.3392,OUT018,2009,1.0,2.0,2.0,447.4176
FDE29,8.905,0.0,0.143712172,5.0,60.2878,OUT018,2009,1.0,2.0,2.0,1151.1682
FDQ11,12.857645184136183,1.0,0.067373081,1.0,258.8988,OUT027,1985,1.0,2.0,3.0,3083.9856
FDS20,8.85,0.0,0.053822086,6.0,183.8292,OUT013,1987,0.0,2.0,1.0,2554.0088
FDR26,20.7,0.0,0.043011277,4.0,177.2028,OUT018,2009,1.0,2.0,2.0,3364.9532
NCH43,12.857645184136183,0.0,0.123557061,9.0,216.6192,OUT019,1985,2.0,0.0,0.0,215.7192
FDO25,6.3,0.0,0.127968205,3.0,209.627,OUT018,2009,1.0,2.0,2.0,3984.813
FDB40,17.5,1.0,0.007570599,4.0,144.6102,OUT018,2009,1.0,2.0,2.0,2187.153
FDB14,12.857645184136183,1.0,0.0,3.0,92.312,OUT019,1985,2.0,0.0,0.0,372.848
FDW23,5.765,0.0,0.081996785,0.0,40.1164,OUT035,2004,2.0,1.0,1.0,540.6296
FDZ23,17.75,1.0,0.067777778,0.0,186.924,OUT018,2009,1.0,2.0,2.0,3169.208
FDX35,5.035,1.0,0.080362549,1.0,229.0036,OUT017,2007,1.0,1.0,1.0,4326.3684
FDX24,8.355,0.0,0.013929059,0.0,94.1462,OUT046,1997,2.0,0.0,1.0,2221.1088
DRG15,6.13,0.0,0.077169953,4.0,63.0536,OUT017,2007,1.0,1.0,1.0,1225.072
FDY60,10.5,1.0,0.0,0.0,143.3128,OUT046,1997,2.0,0.0,1.0,1438.128
FDK02,12.5,0.0,0.112681821,3.0,119.144,OUT018,2009,1.0,2.0,2.0,3235.788
FDK24,12.857645184136183,0.0,0.10080442,0.0,45.4744,OUT027,1985,1.0,2.0,3.0,1041.3112
NCA05,20.75,0.0,0.02512588,8.0,150.4734,OUT035,2004,2.0,1.0,1.0,890.8404
FDN33,12.857645184136183,1.0,0.122519571,13.0,93.0436,OUT027,1985,1.0,2.0,3.0,2363.59
FDA09,13.35,1.0,0.15021128,13.0,179.066,OUT017,2007,1.0,1.0,1.0,2696.49
FDK50,7.96,0.0,0.028357839,3.0,163.2894,OUT035,2004,2.0,1.0,1.0,4530.1032
NCE55,8.92,0.0,0.130663423,9.0,175.237,OUT017,2007,1.0,1.0,1.0,2117.244
FDG12,6.635,1.0,0.006335942,0.0,121.8098,OUT049,1999,1.0,0.0,1.0,2048.6666
FDC37,15.5,0.0,0.032845997,0.0,106.7938,OUT013,1987,0.0,2.0,1.0,3215.814
DRG15,6.13,0.0,0.076735903,4.0,62.4536,OUT046,1997,2.0,0.0,1.0,1225.072
FDQ58,7.315,0.0,0.01530184,13.0,154.434,OUT046,1997,2.0,0.0,1.0,1378.206
FDQ51,16.0,1.0,0.029377239,10.0,46.1718,OUT010,1998,1.0,2.0,0.0,94.5436
FDR46,16.85,0.0,0.233356571,13.0,146.576,OUT010,1998,1.0,2.0,0.0,439.428
FDC50,15.85,0.0,0.137053947,3.0,94.4094,OUT018,2009,1.0,2.0,2.0,1047.3034
FDJ09,15.0,0.0,0.0,13.0,43.4744,OUT046,1997,2.0,0.0,1.0,543.2928
NCC18,19.1,0.0,0.177236497,9.0,172.3422,OUT035,2004,2.0,1.0,1.0,2586.633
FDL04,19.0,0.0,0.111830282,5.0,105.4622,OUT013,1987,0.0,2.0,1.0,952.7598
FDH48,13.5,0.0,0.0,0.0,84.654,OUT049,1999,1.0,0.0,1.0,1211.756
FDD38,16.75,1.0,0.008204465,3.0,99.8674,OUT049,1999,1.0,0.0,1.0,2342.9502
FDT47,12.857645184136183,1.0,0.02439015,1.0,95.9068,OUT027,1985,1.0,2.0,3.0,3207.8244
FDE41,9.195,1.0,0.064143995,5.0,85.9566,OUT045,2002,1.0,1.0,1.0,1691.132
FDH19,19.35,0.0,0.033275634,10.0,173.8738,OUT017,2007,1.0,1.0,1.0,2432.8332
FDW26,11.8,1.0,0.107662745,4.0,224.1772,OUT017,2007,1.0,1.0,1.0,2890.9036
FDW35,10.6,0.0,0.01115195,1.0,40.6454,OUT017,2007,1.0,1.0,1.0,167.7816
FDQ55,13.65,1.0,0.013064516,6.0,115.5834,OUT045,2002,1.0,1.0,1.0,1382.2008
FDV22,14.85,1.0,0.009954237,13.0,158.263,OUT049,1999,1.0,0.0,1.0,2659.871
NCN29,12.857645184136183,0.0,0.021214364,8.0,48.2034,OUT019,1985,2.0,0.0,0.0,97.2068
FDQ26,13.5,1.0,0.067859568,4.0,60.1562,OUT035,2004,2.0,1.0,1.0,1599.9174
FDV24,5.635,0.0,0.103481775,0.0,150.005,OUT045,2002,1.0,1.0,1.0,1797.66
FDG50,7.405,0.0,0.015358176,3.0,92.4146,OUT017,2007,1.0,1.0,1.0,1459.4336
NCF42,12.857645184136183,0.0,0.293066133,9.0,177.0712,OUT019,1985,2.0,0.0,0.0,351.5424
FDT46,11.35,0.0,0.030981392,13.0,51.9008,OUT017,2007,1.0,1.0,1.0,708.4112
DRE49,12.857645184136183,0.0,0.0,14.0,153.8024,OUT027,1985,1.0,2.0,3.0,7741.9224
FDV56,16.1,1.0,0.013623294,6.0,109.3596,OUT045,2002,1.0,1.0,1.0,1186.4556
FDD32,17.7,1.0,0.041098734,6.0,80.9276,OUT018,2009,1.0,2.0,2.0,487.3656
NCN19,13.1,0.0,0.01209726,11.0,188.853,OUT035,2004,2.0,1.0,1.0,3225.801
FDQ48,14.3,1.0,0.034382602,0.0,96.5726,OUT013,1987,0.0,2.0,1.0,2251.0698
FDW34,12.857645184136183,0.0,0.035406842,13.0,244.317,OUT027,1985,1.0,2.0,3.0,8262.578
NCS38,8.6,0.0,0.090374342,9.0,114.3176,OUT045,2002,1.0,1.0,1.0,1946.7992
FDL58,5.78,1.0,0.074451126,13.0,264.5568,OUT018,2009,1.0,2.0,2.0,6327.7632
FDY59,8.195,0.0,0.031467128,0.0,91.8462,OUT045,2002,1.0,1.0,1.0,2313.655
FDZ03,13.65,1.0,0.078786674,4.0,184.824,OUT046,1997,2.0,0.0,1.0,3355.632
FDP60,17.35,0.0,0.056032247,0.0,102.3016,OUT045,2002,1.0,1.0,1.0,1619.2256
NCI30,20.25,0.0,0.058935522,9.0,246.646,OUT046,1997,2.0,0.0,1.0,2463.46
FDO03,12.857645184136183,1.0,0.064577332,10.0,230.5352,OUT019,1985,2.0,0.0,0.0,687.1056
FDZ20,16.1,0.0,0.034306962,6.0,252.3356,OUT046,1997,2.0,0.0,1.0,3815.034
FDQ31,12.857645184136183,1.0,0.053586458,6.0,89.7856,OUT027,1985,1.0,2.0,3.0,966.7416
FDY03,17.6,1.0,0.076431919,10.0,113.2202,OUT018,2009,1.0,2.0,2.0,2025.3636
FDW45,18.0,0.0,0.039090105,13.0,148.4418,OUT045,2002,1.0,1.0,1.0,4119.9704
NCO41,12.5,0.0,0.031549131,8.0,99.0384,OUT010,1998,1.0,2.0,0.0,197.0768
FDK16,9.065,0.0,0.115233813,5.0,94.4094,OUT013,1987,0.0,2.0,1.0,2856.282
FDZ16,16.85,1.0,0.159825617,5.0,195.5478,OUT035,2004,2.0,1.0,1.0,4262.4516
NCD18,16.0,0.0,0.073080167,9.0,228.4668,OUT017,2007,1.0,1.0,1.0,2534.0348
FDF52,9.3,0.0,0.066727717,5.0,181.6292,OUT013,1987,0.0,2.0,1.0,2371.5796
FDF09,6.215,0.0,0.012146608,6.0,37.9848,OUT035,2004,2.0,1.0,1.0,782.9808
FDW43,20.1,1.0,0.022552083,6.0,226.6036,OUT017,2007,1.0,1.0,1.0,6831.108
FDU19,8.77,1.0,0.047036036,6.0,170.5422,OUT017,2007,1.0,1.0,1.0,2759.0752
FDA50,16.25,0.0,0.087158654,4.0,95.141,OUT035,2004,2.0,1.0,1.0,2220.443
FDS48,15.15,0.0,0.027756137,0.0,150.4708,OUT013,1987,0.0,2.0,1.0,2106.5912
NCH07,13.15,0.0,0.092589917,9.0,159.5604,OUT013,1987,0.0,2.0,1.0,1901.5248
NCK54,12.15,0.0,0.0,9.0,117.615,OUT013,1987,0.0,2.0,1.0,1514.695
FDD53,12.857645184136183,0.0,0.077427883,5.0,41.8454,OUT019,1985,2.0,0.0,0.0,41.9454
FDV58,20.85,0.0,0.121227447,13.0,197.5452,OUT035,2004,2.0,1.0,1.0,4306.3944
FDI08,18.2,1.0,0.066284519,6.0,247.2092,OUT035,2004,2.0,1.0,1.0,3486.1288
FDD08,8.3,0.0,0.03549838,6.0,36.6506,OUT018,2009,1.0,2.0,2.0,455.4072
FDX34,6.195,0.0,0.072131519,13.0,120.1098,OUT045,2002,1.0,1.0,1.0,2892.2352
FDX55,15.1,0.0,0.0,6.0,216.4166,OUT045,2002,1.0,1.0,1.0,2830.3158
NCS05,11.5,0.0,0.021020616,8.0,130.7942,OUT045,2002,1.0,1.0,1.0,2782.3782
FDL04,19.0,0.0,0.111902259,5.0,105.4622,OUT035,2004,2.0,1.0,1.0,1905.5196
FDJ53,10.5,0.0,0.071548187,5.0,120.2098,OUT018,2009,1.0,2.0,2.0,602.549
FDB47,8.8,0.0,0.071540443,13.0,210.6612,OUT049,1999,1.0,0.0,1.0,2508.7344
NCS29,12.857645184136183,0.0,0.121765124,8.0,264.1884,OUT019,1985,2.0,0.0,0.0,264.9884
FDB33,17.75,0.0,0.014609738,6.0,160.4262,OUT045,2002,1.0,1.0,1.0,3182.524
FDL52,12.857645184136183,1.0,0.080697998,5.0,39.8506,OUT019,1985,2.0,0.0,0.0,37.9506
FDB03,17.75,1.0,0.156802171,4.0,242.1538,OUT035,2004,2.0,1.0,1.0,4326.3684
FDW20,20.75,0.0,0.024144862,6.0,123.373,OUT035,2004,2.0,1.0,1.0,2093.941
FDT10,16.7,1.0,0.062297249,13.0,60.6562,OUT018,2009,1.0,2.0,2.0,592.562
FDK04,12.857645184136183,0.0,0.052058711,5.0,55.5588,OUT027,1985,1.0,2.0,3.0,1145.176
NCL07,13.85,0.0,0.031402114,11.0,40.248,OUT045,2002,1.0,1.0,1.0,319.584
FDZ31,15.35,1.0,0.113217223,6.0,191.1504,OUT046,1997,2.0,0.0,1.0,1725.7536
FDE45,12.1,0.0,0.0,6.0,177.3002,OUT035,2004,2.0,1.0,1.0,3044.7034
NCK54,12.15,0.0,0.0,9.0,118.515,OUT018,2009,1.0,2.0,2.0,1398.18
DRE15,12.857645184136183,0.0,0.031139933,4.0,74.8012,OUT019,1985,2.0,0.0,0.0,303.6048
NCQ38,16.35,0.0,0.013363902,11.0,106.128,OUT035,2004,2.0,1.0,1.0,1917.504
FDB08,12.857645184136183,0.0,0.030952737,6.0,160.1578,OUT027,1985,1.0,2.0,3.0,3048.6982
DRF49,7.27,0.0,0.07136748,14.0,111.8518,OUT018,2009,1.0,2.0,2.0,2277.036
DRC27,13.8,0.0,0.058192802,4.0,246.9802,OUT049,1999,1.0,0.0,1.0,5896.3248
FDB37,20.25,1.0,0.022976493,0.0,240.3538,OUT049,1999,1.0,0.0,1.0,4086.0146
FDS35,9.3,0.0,0.111220521,1.0,65.7826,OUT046,1997,2.0,0.0,1.0,968.739
FDE47,14.15,0.0,0.037967687,15.0,125.6046,OUT049,1999,1.0,0.0,1.0,1618.5598
NCT53,12.857645184136183,0.0,0.0,8.0,164.5526,OUT027,1985,1.0,2.0,3.0,2302.3364
FDL14,8.115,1.0,0.032158866,3.0,154.8972,OUT046,1997,2.0,0.0,1.0,1713.7692
FDP21,12.857645184136183,1.0,0.045068892,13.0,190.8872,OUT019,1985,2.0,0.0,0.0,945.436
NCV54,11.1,0.0,0.033176087,9.0,120.1124,OUT045,2002,1.0,1.0,1.0,1896.1984
